ItemId,item_idx
214536502,0
214536500,1
214536506,2
214577561,3
214662742,4
214825110,5
214757390,6
214757407,7
214551617,8
214716935,9
214774687,10
214832672,11
214836765,12
214706482,13
214701242,14
214826623,15
214826835,16
214826715,17
214838855,18
214576500,19
214821275,20
214821371,21
214717089,22
214563337,23
214706462,24
214717436,25
214743335,26
214826837,27
214819762,28
214717867,29
214836761,30
214684513,31
214577732,32
214587013,33
214826897,34
214820441,35
214684093,36
214561790,37
214611457,38
214838503,39
214548744,40
214718203,41
214837485,42
214837487,43
214821315,44
214586711,45
214821305,46
214821307,47
214844357,48
214821341,49
214821309,50
214612920,51
214613743,52
214539110,53
214827028,54
214827017,55
214537796,56
214840762,57
214707930,58
214585652,59
214536197,60
214536195,61
214646169,62
214579288,63
214714790,64
214676070,65
214601407,66
214532036,67
214700432,68
214836789,69
214710804,70
214537967,71
214718246,72
214835257,73
214835265,74
214834865,75
214571188,76
214820225,77
214706441,78
214652878,79
214716737,80
214684721,81
214680356,82
214551594,83
214586970,84
214826769,85
214819745,86
214691587,87
214587915,88
214821277,89
214716932,90
214712235,91
214581489,92
214602605,93
214826702,94
214838100,95
214544357,96
214551626,97
214691484,98
214545935,99
214819438,100
214839907,101
214835917,102
214836210,103
214698491,104
214523692,105
214695307,106
214695305,107
214538317,108
214677448,109
214819468,110
214716977,111
214716939,112
214544355,113
214601212,114
214716982,115
214716984,116
214844248,117
214515834,118
214515830,119
214717318,120
214832557,121
214559660,122
214819520,123
214586540,124
214587797,125
214835775,126
214844109,127
214714794,128
214826619,129
214746427,130
214821300,131
214717562,132
214826927,133
214748334,134
214826908,135
214800262,136
214709645,137
214532072,138
214532070,139
214827022,140
214840419,141
214832657,142
214662975,143
214537779,144
214748300,145
214748293,146
214826955,147
214826606,148
214687642,149
214832559,150
214821017,151
214572234,152
214509135,153
214536853,154
214509133,155
214717877,156
214826615,157
214819472,158
214687685,159
214821285,160
214826801,161
214826705,162
214668590,163
214826872,164
214652220,165
214840483,166
214717286,167
214558807,168
214554637,169
214819430,170
214820392,171
214586694,172
214819376,173
214553844,174
214601229,175
214555500,176
214695127,177
214819760,178
214717850,179
214718385,180
214743369,181
214648475,182
214648340,183
214648438,184
214648455,185
214712936,186
214712887,187
214696149,188
214717097,189
214534352,190
214560099,191
214832750,192
214685621,193
214546097,194
214685623,195
214819685,196
214839905,197
214811752,198
214717007,199
214717003,200
214716928,201
214820842,202
214819490,203
214555869,204
214537185,205
214840599,206
214835735,207
214706216,208
214829737,209
214712272,210
214820450,211
214821380,212
214826799,213
214827005,214
214718390,215
214718396,216
214826627,217
214841060,218
214687768,219
214706445,220
214811754,221
214594678,222
214594680,223
214821369,224
214697771,225
214697512,226
214697413,227
214697409,228
214652409,229
214537127,230
214820237,231
214699213,232
214554358,233
214716950,234
214829741,235
214821279,236
214703790,237
214716954,238
214838366,239
214821022,240
214820814,241
214826833,242
214717847,243
214819719,244
214748336,245
214536440,246
214536437,247
214512416,248
214839313,249
214510044,250
214582387,251
214537535,252
214584812,253
214584810,254
214600989,255
214704180,256
214705693,257
214696824,258
214705682,259
214696817,260
214705691,261
214711710,262
214687539,263
214705687,264
214744796,265
214681648,266
214717307,267
214577750,268
214650382,269
214821013,270
214572182,271
214586983,272
214594633,273
214594592,274
214601010,275
214601015,276
214827032,277
214843370,278
214595893,279
214595889,280
214840378,281
214829285,282
214791688,283
214826810,284
214821377,285
214820201,286
214587650,287
214535617,288
214535595,289
214573312,290
214829257,291
214834987,292
214560187,293
214585397,294
214821339,295
214821020,296
214819547,297
214821024,298
214718160,299
214829282,300
214718169,301
214601233,302
214545500,303
214545455,304
214545440,305
214820252,306
214582502,307
214836802,308
214672963,309
214681104,310
214511092,311
214706432,312
214708305,313
214678916,314
214837378,315
214828850,316
214820942,317
214840001,318
214828867,319
214743497,320
214821392,321
214674568,322
214645316,323
214536860,324
214639177,325
214820261,326
214589518,327
214576665,328
214709792,329
214717046,330
214532623,331
214557206,332
214697690,333
214646349,334
214646250,335
214685795,336
214630042,337
214553735,338
214677969,339
214586874,340
214587937,341
214589600,342
214575088,343
214550259,344
214839373,345
214613865,346
214613870,347
214711333,348
214691604,349
214565623,350
214557236,351
214820387,352
214827035,353
214535621,354
214552243,355
214552464,356
214820231,357
214826900,358
214664919,359
214820456,360
214827020,361
214821272,362
214821367,363
214584808,364
214826893,365
214839849,366
214835561,367
214774685,368
214839997,369
214826874,370
214821399,371
214819552,372
214820938,373
214826803,374
214556840,375
214601042,376
214821397,377
214819550,378
214669730,379
214836281,380
214690110,381
